 # Thu Sep 18 13:57:21 2014
 # MMHT 2014 NNLO PDF grid for central fit.
 # distance(t),tolerance(T) =    0.0000000000000000        0.0000000000000000     
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.46797
 # alphaS(MZ) = 0.11800
 # alphaSorder,alphaSnfmax = 2, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv         xcv         xbv
  5.5208E+01  2.7874E+00  2.8225E+00  2.6785E+00  2.3645E+00  2.0435E+00  3.8194E-02  7.5603E-02 -1.7503E-03  1.5161E-04  5.4877E-05
  5.6535E+01  2.8603E+00  2.8958E+00  2.7509E+00  2.4385E+00  2.1194E+00  3.8826E-02  7.6662E-02 -1.7487E-03  1.4662E-04  5.3376E-05
  5.7833E+01  2.9328E+00  2.9687E+00  2.8228E+00  2.5120E+00  2.1948E+00  3.9452E-02  7.7710E-02 -1.7470E-03  1.4166E-04  5.1842E-05
  5.9061E+01  3.0024E+00  3.0386E+00  2.8918E+00  2.5825E+00  2.2671E+00  4.0049E-02  7.8713E-02 -1.7452E-03  1.3689E-04  5.0333E-05
  6.0215E+01  3.0687E+00  3.1053E+00  2.9576E+00  2.6498E+00  2.3361E+00  4.0617E-02  7.9666E-02 -1.7433E-03  1.3234E-04  4.8862E-05
  6.1372E+01  3.1361E+00  3.1731E+00  3.0245E+00  2.7181E+00  2.4061E+00  4.1193E-02  8.0631E-02 -1.7413E-03  1.2771E-04  4.7343E-05
  6.2506E+01  3.2032E+00  3.2405E+00  3.0910E+00  2.7861E+00  2.4757E+00  4.1764E-02  8.1589E-02 -1.7391E-03  1.2310E-04  4.5806E-05
  6.3579E+01  3.2675E+00  3.3051E+00  3.1548E+00  2.8513E+00  2.5425E+00  4.2310E-02  8.2507E-02 -1.7369E-03  1.1869E-04  4.4313E-05
  6.4590E+01  3.3290E+00  3.3669E+00  3.2158E+00  2.9135E+00  2.6062E+00  4.2831E-02  8.3382E-02 -1.7347E-03  1.1447E-04  4.2868E-05
  6.5604E+01  3.3914E+00  3.4296E+00  3.2777E+00  2.9767E+00  2.6709E+00  4.3359E-02  8.4270E-02 -1.7323E-03  1.1018E-04  4.1384E-05
 -1.4113E+00  3.0624E-01  3.2427E-01  2.2173E-01  0.0000E+00  0.0000E+00  8.0571E-03  2.6092E-02 -2.2583E-03  0.0000E+00  0.0000E+00
 -8.9102E-01  3.3622E-01  3.5517E-01  2.5089E-01  0.0000E+00  0.0000E+00  9.6402E-03  2.8697E-02 -2.1677E-03  0.0000E+00  0.0000E+00
 -3.4849E-01  3.6164E-01  3.8126E-01  2.7566E-01  0.0000E+00  0.0000E+00  1.0804E-02  3.0613E-02 -2.1139E-03  0.0000E+00  0.0000E+00
  5.8535E-01  4.0006E-01  4.2057E-01  3.1316E-01  0.0000E+00  0.0000E+00  1.2347E-02  3.3157E-02 -2.0565E-03  0.0000E+00  0.0000E+00
  8.1767E-01  3.9988E-01  4.2044E-01  3.1295E-01 -7.2712E-02  0.0000E+00  1.2412E-02  3.3268E-02 -2.0577E-03  1.2905E-10  0.0000E+00
  1.6604E+00  4.3743E-01  4.5870E-01  3.4972E-01 -2.9826E-02  0.0000E+00  1.3650E-02  3.5308E-02 -2.0190E-03  4.8067E-05  0.0000E+00
  2.6111E+00  4.7603E-01  4.9798E-01  3.8755E-01  1.2129E-02  0.0000E+00  1.4824E-02  3.7243E-02 -1.9893E-03  8.3436E-05  0.0000E+00
  3.5166E+00  5.1129E-01  5.3382E-01  4.2213E-01  5.0149E-02  0.0000E+00  1.5820E-02  3.8885E-02 -1.9685E-03  1.0822E-04  0.0000E+00
  4.4543E+00  5.4683E-01  5.6990E-01  4.5701E-01  8.8219E-02  0.0000E+00  1.6762E-02  4.0437E-02 -1.9520E-03  1.2780E-04  0.0000E+00
  5.5183E+00  5.8637E-01  6.1002E-01  4.9585E-01  1.3035E-01  0.0000E+00  1.7750E-02  4.2064E-02 -1.9375E-03  1.4474E-04  0.0000E+00
  6.4958E+00  6.2224E-01  6.4638E-01  5.3110E-01  1.6839E-01  0.0000E+00  1.8598E-02  4.3462E-02 -1.9271E-03  1.5673E-04  0.0000E+00
  7.4840E+00  6.5823E-01  6.8284E-01  5.6648E-01  2.0640E-01  0.0000E+00  1.9410E-02  4.4798E-02 -1.9186E-03  1.6615E-04  0.0000E+00
  8.2947E+00  6.8765E-01  7.1263E-01  5.9542E-01  2.3738E-01  0.0000E+00  2.0048E-02  4.5849E-02 -1.9129E-03  1.7234E-04  0.0000E+00
  1.1100E+01  7.8938E-01  8.1554E-01  6.9554E-01  3.4395E-01  0.0000E+00  2.2108E-02  4.9240E-02 -1.8987E-03  1.8593E-04  0.0000E+00
  1.1236E+01  7.8917E-01  8.1536E-01  6.9532E-01  3.4383E-01 -2.1438E-02  2.2138E-02  4.9290E-02 -1.8992E-03  1.8571E-04  1.7648E-12
  1.1806E+01  8.1222E-01  8.3865E-01  7.1803E-01  3.6784E-01  7.6172E-03  2.2562E-02  4.9989E-02 -1.8967E-03  1.8756E-04  5.2355E-06
  1.3536E+01  8.8182E-01  9.0896E-01  7.8661E-01  4.4020E-01  8.4203E-02  2.3815E-02  5.2052E-02 -1.8907E-03  1.9127E-04  1.6820E-05
  1.5397E+01  9.5710E-01  9.8499E-01  8.6083E-01  5.1825E-01  1.6686E-01  2.5110E-02  5.4182E-02 -1.8859E-03  1.9269E-04  2.6369E-05
  1.7131E+01  1.0278E+00  1.0564E+00  9.3060E-01  5.9141E-01  2.4407E-01  2.6277E-02  5.6103E-02 -1.8823E-03  1.9220E-04  3.3128E-05
  1.8915E+01  1.1015E+00  1.1307E+00  1.0032E+00  6.6737E-01  3.2401E-01  2.7448E-02  5.8031E-02 -1.8794E-03  1.9027E-04  3.8402E-05
  2.0416E+01  1.1641E+00  1.1939E+00  1.0651E+00  7.3195E-01  3.9181E-01  2.8414E-02  5.9623E-02 -1.8773E-03  1.8774E-04  4.1771E-05
  2.2256E+01  1.2420E+00  1.2725E+00  1.1420E+00  8.1206E-01  4.7573E-01  2.9581E-02  6.1544E-02 -1.8749E-03  1.8371E-04  4.4789E-05
  2.3896E+01  1.3125E+00  1.3436E+00  1.2116E+00  8.8446E-01  5.5141E-01  3.0608E-02  6.3236E-02 -1.8730E-03  1.7940E-04  4.6635E-05
  2.5405E+01  1.3784E+00  1.4100E+00  1.2766E+00  9.5202E-01  6.2192E-01  3.1546E-02  6.4781E-02 -1.8712E-03  1.7494E-04  4.7740E-05
  2.7325E+01  1.4636E+00  1.4958E+00  1.3607E+00  1.0393E+00  7.1284E-01  3.2731E-02  6.6734E-02 -1.8689E-03  1.6866E-04  4.8431E-05
  2.9127E+01  1.5451E+00  1.5780E+00  1.4413E+00  1.1227E+00  7.9967E-01  3.3841E-02  6.8562E-02 -1.8666E-03  1.6224E-04  4.8469E-05
  3.0811E+01  1.6228E+00  1.6563E+00  1.5180E+00  1.2021E+00  8.8212E-01  3.4875E-02  7.0269E-02 -1.8643E-03  1.5584E-04  4.8043E-05
  3.2485E+01  1.7015E+00  1.7355E+00  1.5957E+00  1.2825E+00  9.6550E-01  3.5906E-02  7.1969E-02 -1.8618E-03  1.4914E-04  4.7235E-05
  3.4112E+01  1.7794E+00  1.8141E+00  1.6727E+00  1.3620E+00  1.0479E+00  3.6910E-02  7.3627E-02 -1.8590E-03  1.4234E-04  4.6128E-05
  3.5639E+01  1.8540E+00  1.8892E+00  1.7464E+00  1.4381E+00  1.1267E+00  3.7858E-02  7.5193E-02 -1.8562E-03  1.3570E-04  4.4821E-05
  3.7064E+01  1.9248E+00  1.9606E+00  1.8165E+00  1.5103E+00  1.2014E+00  3.8747E-02  7.6663E-02 -1.8533E-03  1.2932E-04  4.3402E-05
  3.8482E+01  1.9967E+00  2.0329E+00  1.8875E+00  1.5835E+00  1.2770E+00  3.9639E-02  7.8138E-02 -1.8501E-03  1.2279E-04  4.1803E-05
  3.9860E+01  2.0678E+00  2.1045E+00  1.9578E+00  1.6559E+00  1.3518E+00  4.0513E-02  7.9585E-02 -1.8467E-03  1.1628E-04  4.0093E-05
  4.1155E+01  2.1358E+00  2.1730E+00  2.0250E+00  1.7251E+00  1.4232E+00  4.1342E-02  8.0958E-02 -1.8433E-03  1.1002E-04  3.8353E-05
  4.2364E+01  2.2004E+00  2.2381E+00  2.0889E+00  1.7909E+00  1.4911E+00  4.2124E-02  8.2254E-02 -1.8398E-03  1.0405E-04  3.6617E-05
  4.3569E+01  2.2659E+00  2.3041E+00  2.1536E+00  1.8575E+00  1.5598E+00  4.2911E-02  8.3559E-02 -1.8360E-03  9.7992E-05  3.4788E-05
  4.4741E+01  2.3308E+00  2.3694E+00  2.2178E+00  1.9234E+00  1.6278E+00  4.3686E-02  8.4845E-02 -1.8321E-03  9.1981E-05  3.2915E-05
  4.5844E+01  2.3929E+00  2.4319E+00  2.2792E+00  1.9865E+00  1.6928E+00  4.4423E-02  8.6070E-02 -1.8281E-03  8.6227E-05  3.1073E-05
  4.6876E+01  2.4520E+00  2.4914E+00  2.3376E+00  2.0465E+00  1.7546E+00  4.5122E-02  8.7230E-02 -1.8242E-03  8.0753E-05  2.9282E-05
  4.7905E+01  2.5118E+00  2.5517E+00  2.3967E+00  2.1073E+00  1.8171E+00  4.5827E-02  8.8403E-02 -1.8200E-03  7.5209E-05  2.7433E-05
  4.8909E+01  2.5712E+00  2.6114E+00  2.4554E+00  2.1675E+00  1.8791E+00  4.6523E-02  8.9561E-02 -1.8157E-03  6.9719E-05  2.5571E-05
  4.9855E+01  2.6280E+00  2.6686E+00  2.5115E+00  2.2252E+00  1.9384E+00  4.7188E-02  9.0668E-02 -1.8113E-03  6.4467E-05  2.3762E-05
  5.0741E+01  2.6820E+00  2.7230E+00  2.5650E+00  2.2800E+00  1.9948E+00  4.7819E-02  9.1720E-02 -1.8070E-03  5.9475E-05  2.2020E-05
  5.1626E+01  2.7368E+00  2.7782E+00  2.6192E+00  2.3357E+00  2.0520E+00  4.8458E-02  9.2785E-02 -1.8025E-03  5.4419E-05  2.0237E-05
  5.2490E+01  2.7912E+00  2.8330E+00  2.6730E+00  2.3908E+00  2.1088E+00  4.9091E-02  9.3841E-02 -1.7979E-03  4.9410E-05  1.8450E-05
  5.3306E+01  2.8433E+00  2.8854E+00  2.7245E+00  2.4437E+00  2.1631E+00  4.9696E-02  9.4851E-02 -1.7933E-03  4.4621E-05  1.6727E-05
  5.4071E+01  2.8930E+00  2.9354E+00  2.7735E+00  2.4940E+00  2.2148E+00  5.0272E-02  9.5813E-02 -1.7888E-03  4.0063E-05  1.5073E-05
  5.4836E+01  2.9433E+00  2.9861E+00  2.8233E+00  2.5451E+00  2.2673E+00  5.0856E-02  9.6790E-02 -1.7840E-03  3.5446E-05  1.3386E-05
 -1.3289E+00  2.9725E-01  3.1743E-01  2.1320E-01  0.0000E+00  0.0000E+00  1.0115E-02  3.0306E-02 -2.3532E-03  0.0000E+00  0.0000E+00
 -7.7687E-01  3.2647E-01  3.4763E-01  2.4130E-01  0.0000E+00  0.0000E+00  1.1913E-02  3.3203E-02 -2.2655E-03  0.0000E+00  0.0000E+00
 -2.2346E-01  3.5107E-01  3.7295E-01  2.6503E-01  0.0000E+00  0.0000E+00  1.3234E-02  3.5333E-02 -2.2135E-03  0.0000E+00  0.0000E+00
  7.0493E-01  3.8801E-01  4.1084E-01  3.0077E-01  0.0000E+00  0.0000E+00  1.4983E-02  3.8158E-02 -2.1580E-03  0.0000E+00  0.0000E+00
  9.2690E-01  3.8784E-01  4.1072E-01  3.0055E-01 -6.6777E-02  0.0000E+00  1.5059E-02  3.8284E-02 -2.1591E-03  1.1601E-10  0.0000E+00
  1.7491E+00  4.2362E-01  4.4727E-01  3.3533E-01 -2.5941E-02  0.0000E+00  1.6458E-02  4.0544E-02 -2.1217E-03  4.2925E-05  0.0000E+00
  2.6634E+00  4.6022E-01  4.8460E-01  3.7095E-01  1.3806E-02  0.0000E+00  1.7783E-02  4.2689E-02 -2.0929E-03  7.3882E-05  0.0000E+00
  3.5249E+00  4.9350E-01  5.1849E-01  4.0337E-01  4.9667E-02  0.0000E+00  1.8906E-02  4.4506E-02 -2.0725E-03  9.5119E-05  0.0000E+00
  4.4093E+00  5.2690E-01  5.5247E-01  4.3594E-01  8.5435E-02  0.0000E+00  1.9968E-02  4.6223E-02 -2.0562E-03  1.1150E-04  0.0000E+00
  5.4051E+00  5.6392E-01  5.9010E-01  4.7208E-01  1.2487E-01  0.0000E+00  2.1078E-02  4.8022E-02 -2.0417E-03  1.2526E-04  0.0000E+00
  6.3137E+00  5.9738E-01  6.2408E-01  5.0477E-01  1.6034E-01  0.0000E+00  2.2032E-02  4.9566E-02 -2.0311E-03  1.3465E-04  0.0000E+00
  7.2268E+00  6.3083E-01  6.5803E-01  5.3747E-01  1.9567E-01  0.0000E+00  2.2943E-02  5.1042E-02 -2.0223E-03  1.4171E-04  0.0000E+00
  7.9724E+00  6.5810E-01  6.8569E-01  5.6414E-01  2.2438E-01  0.0000E+00  2.3658E-02  5.2201E-02 -2.0162E-03  1.4611E-04  0.0000E+00
  1.0531E+01  7.5188E-01  7.8075E-01  6.5598E-01  3.2265E-01  0.0000E+00  2.5964E-02  5.5939E-02 -2.0003E-03  1.5440E-04  0.0000E+00
  1.0651E+01  7.5169E-01  7.8057E-01  6.5576E-01  3.2254E-01 -1.7613E-02  2.5999E-02  5.5995E-02 -2.0006E-03  1.5416E-04  1.4609E-12
  1.1168E+01  7.7283E-01  8.0198E-01  6.7649E-01  3.4457E-01  9.1000E-03  2.6473E-02  5.6764E-02 -1.9977E-03  1.5498E-04  4.3275E-06
  1.2723E+01  8.3647E-01  8.6638E-01  7.3891E-01  4.1076E-01  7.9293E-02  2.7871E-02  5.9033E-02 -1.9901E-03  1.5581E-04  1.3708E-05
  1.4385E+01  9.0499E-01  9.3570E-01  8.0616E-01  4.8183E-01  1.5472E-01  2.9312E-02  6.1374E-02 -1.9833E-03  1.5448E-04  2.1150E-05
  1.5924E+01  9.6910E-01  1.0005E+00  8.6911E-01  5.4816E-01  2.2488E-01  3.0609E-02  6.3482E-02 -1.9778E-03  1.5168E-04  2.6157E-05
  1.7497E+01  1.0355E+00  1.0677E+00  9.3438E-01  6.1675E-01  2.9724E-01  3.1909E-02  6.5596E-02 -1.9727E-03  1.4760E-04  2.9805E-05
  1.8815E+01  1.0919E+00  1.1247E+00  9.8978E-01  6.7485E-01  3.5839E-01  3.2980E-02  6.7339E-02 -1.9686E-03  1.4341E-04  3.1926E-05
  2.0422E+01  1.1617E+00  1.1952E+00  1.0584E+00  7.4667E-01  4.3382E-01  3.4271E-02  6.9441E-02 -1.9637E-03  1.3751E-04  3.3545E-05
  2.1846E+01  1.2247E+00  1.2587E+00  1.1203E+00  8.1135E-01  5.0160E-01  3.5406E-02  7.1291E-02 -1.9594E-03  1.3167E-04  3.4249E-05
  2.3152E+01  1.2833E+00  1.3179E+00  1.1779E+00  8.7151E-01  5.6455E-01  3.6440E-02  7.2978E-02 -1.9554E-03  1.2588E-04  3.4379E-05
  2.4804E+01  1.3588E+00  1.3942E+00  1.2523E+00  9.4895E-01  6.4546E-01  3.7745E-02  7.5109E-02 -1.9500E-03  1.1805E-04  3.3928E-05
  2.6348E+01  1.4309E+00  1.4670E+00  1.3232E+00  1.0228E+00  7.2245E-01  3.8965E-02  7.7101E-02 -1.9448E-03  1.1029E-04  3.2980E-05
  2.7783E+01  1.4993E+00  1.5360E+00  1.3905E+00  1.0927E+00  7.9532E-01  4.0101E-02  7.8960E-02 -1.9396E-03  1.0272E-04  3.1702E-05
  2.9203E+01  1.5684E+00  1.6057E+00  1.4585E+00  1.1633E+00  8.6878E-01  4.1230E-02  8.0809E-02 -1.9341E-03  9.4938E-05  3.0105E-05
  3.0577E+01  1.6366E+00  1.6746E+00  1.5257E+00  1.2330E+00  9.4119E-01  4.2329E-02  8.2611E-02 -1.9283E-03  8.7150E-05  2.8283E-05
  3.1862E+01  1.7018E+00  1.7403E+00  1.5898E+00  1.2994E+00  1.0102E+00  4.3365E-02  8.4310E-02 -1.9226E-03  7.9650E-05  2.6349E-05
  3.3056E+01  1.7634E+00  1.8025E+00  1.6505E+00  1.3623E+00  1.0755E+00  4.4336E-02  8.5905E-02 -1.9169E-03  7.2504E-05  2.4379E-05
  3.4239E+01  1.8258E+00  1.8654E+00  1.7119E+00  1.4259E+00  1.1413E+00  4.5307E-02  8.7503E-02 -1.9109E-03  6.5255E-05  2.2264E-05
  3.5385E+01  1.8874E+00  1.9275E+00  1.7726E+00  1.4886E+00  1.2063E+00  4.6259E-02  8.9069E-02 -1.9047E-03  5.8084E-05  2.0079E-05
  3.6457E+01  1.9461E+00  1.9868E+00  1.8304E+00  1.5485E+00  1.2683E+00  4.7160E-02  9.0554E-02 -1.8985E-03  5.1239E-05  1.7917E-05
  3.7456E+01  2.0019E+00  2.0430E+00  1.8853E+00  1.6052E+00  1.3270E+00  4.8009E-02  9.1955E-02 -1.8923E-03  4.4748E-05  1.5807E-05
  3.8446E+01  2.0582E+00  2.0998E+00  1.9408E+00  1.6625E+00  1.3863E+00  4.8863E-02  9.3365E-02 -1.8859E-03  3.8194E-05  1.3623E-05
  3.9408E+01  2.1139E+00  2.1560E+00  1.9957E+00  1.7191E+00  1.4448E+00  4.9703E-02  9.4752E-02 -1.8793E-03  3.1727E-05  1.1422E-05
  4.0309E+01  2.1671E+00  2.2096E+00  2.0480E+00  1.7732E+00  1.5007E+00  5.0501E-02  9.6073E-02 -1.8728E-03  2.5564E-05  9.2856E-06
  4.1149E+01  2.2175E+00  2.2605E+00  2.0978E+00  1.8245E+00  1.5537E+00  5.1256E-02  9.7323E-02 -1.8664E-03  1.9726E-05  7.2312E-06
  4.1985E+01  2.2686E+00  2.3120E+00  2.1480E+00  1.8764E+00  1.6072E+00  5.2017E-02  9.8586E-02 -1.8597E-03  1.3836E-05  5.1311E-06
  4.2797E+01  2.3191E+00  2.3629E+00  2.1978E+00  1.9277E+00  1.6602E+00  5.2769E-02  9.9832E-02 -1.8528E-03  8.0234E-06  3.0347E-06
  4.3560E+01  2.3673E+00  2.4116E+00  2.2453E+00  1.9767E+00  1.7108E+00  5.3485E-02  1.0102E-01 -1.8461E-03  2.4833E-06  1.0149E-06
  4.4273E+01  2.4132E+00  2.4579E+00  2.2905E+00  2.0232E+00  1.7588E+00  5.4165E-02  1.0215E-01 -1.8395E-03 -2.7675E-06 -9.1661E-07
  4.4983E+01  2.4596E+00  2.5047E+00  2.3362E+00  2.0704E+00  1.8074E+00  5.4852E-02  1.0330E-01 -1.8326E-03 -8.0694E-06 -2.8817E-06
  4.5674E+01  2.5056E+00  2.5510E+00  2.3815E+00  2.1170E+00  1.8556E+00  5.5532E-02  1.0443E-01 -1.8256E-03 -1.3306E-05 -4.8379E-06
  4.6324E+01  2.5495E+00  2.5954E+00  2.4248E+00  2.1616E+00  1.9016E+00  5.6182E-02  1.0551E-01 -1.8188E-03 -1.8302E-05 -6.7151E-06
  4.6932E+01  2.5913E+00  2.6375E+00  2.4660E+00  2.2041E+00  1.9453E+00  5.6800E-02  1.0654E-01 -1.8121E-03 -2.3042E-05 -8.5074E-06
  4.7539E+01  2.6337E+00  2.6803E+00  2.5077E+00  2.2470E+00  1.9896E+00  5.7426E-02  1.0759E-01 -1.8052E-03 -2.7834E-05 -1.0328E-05
 -9.9949E-01  2.7140E-01  2.9919E-01  1.8430E-01  0.0000E+00  0.0000E+00  2.0108E-02  4.7932E-02 -2.6300E-03  0.0000E+00  0.0000E+00
 -3.7440E-01  2.9871E-01  3.2767E-01  2.0930E-01  0.0000E+00  0.0000E+00  2.2716E-02  5.1910E-02 -2.5562E-03  0.0000E+00  0.0000E+00
  1.9227E-01  3.2110E-01  3.5094E-01  2.2997E-01  0.0000E+00  0.0000E+00  2.4621E-02  5.4827E-02 -2.5119E-03  0.0000E+00  0.0000E+00
  1.0775E+00  3.5393E-01  3.8492E-01  2.6047E-01  0.0000E+00  0.0000E+00  2.7134E-02  5.8686E-02 -2.4632E-03  0.0000E+00  0.0000E+00
  1.2650E+00  3.5382E-01  3.8487E-01  2.6025E-01 -4.8365E-02  0.0000E+00  2.7254E-02  5.8866E-02 -2.4635E-03  5.6071E-11  0.0000E+00
  2.0060E+00  3.8463E-01  4.1661E-01  2.8918E-01 -1.3665E-02  0.0000E+00  2.9243E-02  6.1935E-02 -2.4299E-03  1.9617E-05  0.0000E+00
  2.7948E+00  4.1557E-01  4.4843E-01  3.1833E-01  1.9533E-02  0.0000E+00  3.1119E-02  6.4838E-02 -2.4025E-03  3.1272E-05  0.0000E+00
  3.5139E+00  4.4325E-01  4.7686E-01  3.4447E-01  4.9049E-02  0.0000E+00  3.2702E-02  6.7292E-02 -2.3819E-03  3.7408E-05  0.0000E+00
  4.2326E+00  4.7064E-01  5.0496E-01  3.7041E-01  7.8109E-02  0.0000E+00  3.4190E-02  6.9606E-02 -2.3642E-03  4.0525E-05  0.0000E+00
  5.0222E+00  5.0059E-01  5.3565E-01  3.9882E-01  1.0974E-01  0.0000E+00  3.5742E-02  7.2023E-02 -2.3471E-03  4.1399E-05  0.0000E+00
  5.7271E+00  5.2731E-01  5.6301E-01  4.2422E-01  1.3785E-01  0.0000E+00  3.7068E-02  7.4094E-02 -2.3333E-03  4.0496E-05  0.0000E+00
  6.4221E+00  5.5372E-01  5.9003E-01  4.4936E-01  1.6555E-01  0.0000E+00  3.8330E-02  7.6068E-02 -2.3208E-03  3.8365E-05  0.0000E+00
  6.9809E+00  5.7504E-01  6.1184E-01  4.6968E-01  1.8785E-01  0.0000E+00  3.9318E-02  7.7615E-02 -2.3112E-03  3.5959E-05  0.0000E+00
  8.8462E+00  6.4708E-01  6.8543E-01  5.3850E-01  2.6291E-01  0.0000E+00  4.2480E-02  8.2585E-02 -2.2817E-03  2.4605E-05  0.0000E+00
  8.9275E+00  6.4692E-01  6.8530E-01  5.3829E-01  2.6281E-01 -7.9604E-03  4.2531E-02  8.2662E-02 -2.2816E-03  2.4303E-05  2.1304E-13
  9.2939E+00  6.6288E-01  7.0157E-01  5.5359E-01  2.7936E-01  1.2277E-02  4.3176E-02  8.3679E-02 -2.2755E-03  2.1421E-05  6.0296E-07
  1.0376E+01  7.1040E-01  7.5004E-01  5.9916E-01  3.2857E-01  6.4911E-02  4.5070E-02  8.6673E-02 -2.2577E-03  1.2038E-05  1.0820E-06
  1.1506E+01  7.6080E-01  8.0141E-01  6.4754E-01  3.8062E-01  1.2066E-01  4.7010E-02  8.9749E-02 -2.2393E-03  1.2156E-06  2.0331E-07
  1.2529E+01  8.0726E-01  8.4875E-01  6.9219E-01  4.2852E-01  1.7180E-01  4.8746E-02  9.2509E-02 -2.2223E-03 -9.2977E-06 -1.5553E-06
  1.3555E+01  8.5475E-01  8.9713E-01  7.3787E-01  4.7739E-01  2.2387E-01  5.0474E-02  9.5266E-02 -2.2050E-03 -2.0386E-05 -4.0560E-06
  1.4400E+01  8.9457E-01  9.3767E-01  7.7620E-01  5.1830E-01  2.6736E-01  5.1892E-02  9.7532E-02 -2.1902E-03 -2.9847E-05 -6.5713E-06
  1.5411E+01  9.4326E-01  9.8724E-01  8.2310E-01  5.6827E-01  3.2039E-01  5.3590E-02  1.0025E-01 -2.1719E-03 -4.1535E-05 -1.0050E-05
  1.6293E+01  9.8665E-01  1.0314E+00  8.6491E-01  6.1273E-01  3.6750E-01  5.5074E-02  1.0264E-01 -2.1553E-03 -5.1990E-05 -1.3429E-05
  1.7088E+01  1.0266E+00  1.0721E+00  9.0345E-01  6.5365E-01  4.1080E-01  5.6420E-02  1.0481E-01 -2.1396E-03 -6.1622E-05 -1.6719E-05
  1.8078E+01  1.0776E+00  1.1239E+00  9.5258E-01  7.0574E-01  4.6583E-01  5.8109E-02  1.0754E-01 -2.1192E-03 -7.3848E-05 -2.1100E-05
  1.8986E+01  1.1256E+00  1.1727E+00  9.9892E-01  7.5480E-01  5.1760E-01  5.9678E-02  1.1008E-01 -2.0994E-03 -8.5298E-05 -2.5366E-05
  1.9817E+01  1.1706E+00  1.2186E+00  1.0424E+00  8.0078E-01  5.6606E-01  6.1131E-02  1.1245E-01 -2.0803E-03 -9.5949E-05 -2.9452E-05
  2.0626E+01  1.2156E+00  1.2644E+00  1.0859E+00  8.4671E-01  6.1442E-01  6.2568E-02  1.1479E-01 -2.0607E-03 -1.0649E-04 -3.3589E-05
  2.1396E+01  1.2596E+00  1.3091E+00  1.1284E+00  8.9156E-01  6.6161E-01  6.3960E-02  1.1707E-01 -2.0409E-03 -1.1670E-04 -3.7664E-05
  2.2105E+01  1.3012E+00  1.3514E+00  1.1685E+00  9.3391E-01  7.0612E-01  6.5264E-02  1.1920E-01 -2.0218E-03 -1.2623E-04 -4.1529E-05
  2.2755E+01  1.3402E+00  1.3911E+00  1.2062E+00  9.7366E-01  7.4789E-01  6.6482E-02  1.2121E-01 -2.0034E-03 -1.3510E-04 -4.5161E-05
  2.3389E+01  1.3793E+00  1.4309E+00  1.2440E+00  1.0135E+00  7.8967E-01  6.7694E-02  1.2320E-01 -1.9844E-03 -1.4389E-04 -4.8795E-05
  2.3996E+01  1.4176E+00  1.4698E+00  1.2810E+00  1.0524E+00  8.3054E-01  6.8876E-02  1.2516E-01 -1.9655E-03 -1.5241E-04 -5.2344E-05
  2.4555E+01  1.4538E+00  1.5066E+00  1.3160E+00  1.0892E+00  8.6918E-01  6.9990E-02  1.2700E-01 -1.9470E-03 -1.6039E-04 -5.5688E-05
  2.5069E+01  1.4879E+00  1.5413E+00  1.3490E+00  1.1239E+00  9.0552E-01  7.1036E-02  1.2874E-01 -1.9293E-03 -1.6783E-04 -5.8822E-05
  2.5573E+01  1.5221E+00  1.5761E+00  1.3820E+00  1.1586E+00  9.4195E-01  7.2083E-02  1.3048E-01 -1.9112E-03 -1.7523E-04 -6.1950E-05
  2.6055E+01  1.5556E+00  1.6102E+00  1.4145E+00  1.1927E+00  9.7766E-01  7.3109E-02  1.3219E-01 -1.8929E-03 -1.8242E-04 -6.5001E-05
  2.6502E+01  1.5874E+00  1.6425E+00  1.4452E+00  1.2250E+00  1.0115E+00  7.4080E-02  1.3381E-01 -1.8753E-03 -1.8918E-04 -6.7876E-05
  2.6913E+01  1.6173E+00  1.6730E+00  1.4742E+00  1.2555E+00  1.0434E+00  7.4995E-02  1.3534E-01 -1.8583E-03 -1.9551E-04 -7.0572E-05
  2.7316E+01  1.6474E+00  1.7037E+00  1.5033E+00  1.2860E+00  1.0754E+00  7.5915E-02  1.3689E-01 -1.8409E-03 -2.0181E-04 -7.3265E-05
  2.7704E+01  1.6770E+00  1.7338E+00  1.5319E+00  1.3161E+00  1.1069E+00  7.6819E-02  1.3841E-01 -1.8234E-03 -2.0797E-04 -7.5896E-05
  2.8063E+01  1.7051E+00  1.7623E+00  1.5590E+00  1.3446E+00  1.1367E+00  7.7678E-02  1.3985E-01 -1.8065E-03 -2.1377E-04 -7.8379E-05
  2.8395E+01  1.7316E+00  1.7893E+00  1.5847E+00  1.3715E+00  1.1649E+00  7.8490E-02  1.4122E-01 -1.7903E-03 -2.1921E-04 -8.0711E-05
  2.8722E+01  1.7583E+00  1.8165E+00  1.6105E+00  1.3986E+00  1.1933E+00  7.9309E-02  1.4261E-01 -1.7736E-03 -2.2466E-04 -8.3045E-05
  2.9035E+01  1.7846E+00  1.8432E+00  1.6358E+00  1.4252E+00  1.2212E+00  8.0116E-02  1.4398E-01 -1.7569E-03 -2.2999E-04 -8.5329E-05
  2.9327E+01  1.8095E+00  1.8687E+00  1.6600E+00  1.4506E+00  1.2477E+00  8.0885E-02  1.4528E-01 -1.7408E-03 -2.3503E-04 -8.7490E-05
