 # Mon Nov 10 18:17:11 2008
 # MSTW 2008 NNLO PDF grid for central fit.
 # distance(t),tolerance(T) =   0.  0.
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.45077
 # alphaS(MZ) = 0.11707
 # alphaSorder,alphaSnfmax = 2, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv         xcv         xbv
  6.2569E+01  2.8394E+00  2.8617E+00  2.6153E+00  2.2435E+00  1.6317E+00  7.7150E-03  3.0406E-02 -1.1156E-03  3.3096E-04  9.6686E-05
  6.8738E+01  3.0658E+00  3.0882E+00  2.8424E+00  2.4728E+00  1.8659E+00  8.0737E-03  3.1005E-02 -1.1157E-03  3.3508E-04  1.0184E-04
  7.4699E+01  3.2870E+00  3.3096E+00  3.0642E+00  2.6967E+00  2.0943E+00  8.4127E-03  3.1569E-02 -1.1160E-03  3.3833E-04  1.0611E-04
  8.0820E+01  3.5168E+00  3.5397E+00  3.2946E+00  2.9291E+00  2.3312E+00  8.7541E-03  3.2134E-02 -1.1167E-03  3.4104E-04  1.0988E-04
  8.6956E+01  3.7500E+00  3.7730E+00  3.5283E+00  3.1649E+00  2.5711E+00  9.0910E-03  3.2688E-02 -1.1176E-03  3.4322E-04  1.1315E-04
  9.2895E+01  3.9784E+00  4.0017E+00  3.7573E+00  3.3957E+00  2.8059E+00  9.4124E-03  3.3215E-02 -1.1186E-03  3.4489E-04  1.1587E-04
  9.8591E+01  4.2001E+00  4.2235E+00  3.9794E+00  3.6195E+00  3.0334E+00  9.7173E-03  3.3713E-02 -1.1197E-03  3.4615E-04  1.1816E-04
  1.0442E+02  4.4295E+00  4.4531E+00  4.2094E+00  3.8511E+00  3.2687E+00  1.0026E-02  3.4215E-02 -1.1210E-03  3.4712E-04  1.2019E-04
  1.1023E+02  4.6612E+00  4.6849E+00  4.4415E+00  4.0849E+00  3.5060E+00  1.0332E-02  3.4711E-02 -1.1223E-03  3.4782E-04  1.2196E-04
  1.1583E+02  4.8870E+00  4.9109E+00  4.6677E+00  4.3127E+00  3.7371E+00  1.0625E-02  3.5184E-02 -1.1236E-03  3.4826E-04  1.2345E-04
  1.2119E+02  5.1056E+00  5.1296E+00  4.8867E+00  4.5332E+00  3.9607E+00  1.0904E-02  3.5633E-02 -1.1248E-03  3.4849E-04  1.2470E-04
  1.2665E+02  5.3309E+00  5.3551E+00  5.1124E+00  4.7604E+00  4.1910E+00  1.1187E-02  3.6088E-02 -1.1262E-03  3.4856E-04  1.2580E-04
  1.3210E+02  5.5581E+00  5.5824E+00  5.3399E+00  4.9893E+00  4.4230E+00  1.1468E-02  3.6539E-02 -1.1275E-03  3.4847E-04  1.2676E-04
  1.3733E+02  5.7790E+00  5.8035E+00  5.5613E+00  5.2120E+00  4.6485E+00  1.1738E-02  3.6970E-02 -1.1288E-03  3.4824E-04  1.2755E-04
  1.4234E+02  5.9926E+00  6.0172E+00  5.7751E+00  5.4271E+00  4.8663E+00  1.1996E-02  3.7381E-02 -1.1301E-03  3.4791E-04  1.2820E-04
  1.4744E+02  6.2122E+00  6.2370E+00  5.9950E+00  5.6484E+00  5.0903E+00  1.2259E-02  3.7799E-02 -1.1313E-03  3.4747E-04  1.2876E-04
  1.5251E+02  6.4331E+00  6.4580E+00  6.2162E+00  5.8708E+00  5.3154E+00  1.2520E-02  3.8213E-02 -1.1326E-03  3.4693E-04  1.2924E-04
  1.5739E+02  6.6478E+00  6.6728E+00  6.4312E+00  6.0870E+00  5.5341E+00  1.2771E-02  3.8611E-02 -1.1337E-03  3.4633E-04  1.2962E-04
  1.6206E+02  6.8550E+00  6.8801E+00  6.6387E+00  6.2956E+00  5.7450E+00  1.3012E-02  3.8991E-02 -1.1349E-03  3.4567E-04  1.2991E-04
  1.6680E+02  7.0677E+00  7.0930E+00  6.8517E+00  6.5098E+00  5.9616E+00  1.3257E-02  3.9378E-02 -1.1360E-03  3.4494E-04  1.3015E-04
  1.7152E+02  7.2819E+00  7.3074E+00  7.0662E+00  6.7254E+00  6.1795E+00  1.3502E-02  3.9763E-02 -1.1371E-03  3.4414E-04  1.3033E-04
  1.7606E+02  7.4895E+00  7.5150E+00  7.2740E+00  6.9343E+00  6.3906E+00  1.3737E-02  4.0133E-02 -1.1382E-03  3.4332E-04  1.3045E-04
  1.8040E+02  7.6900E+00  7.7156E+00  7.4747E+00  7.1360E+00  6.5945E+00  1.3963E-02  4.0487E-02 -1.1391E-03  3.4247E-04  1.3052E-04
  1.8482E+02  7.8957E+00  7.9214E+00  7.6806E+00  7.3429E+00  6.8036E+00  1.4193E-02  4.0848E-02 -1.1401E-03  3.4157E-04  1.3055E-04
 -3.1491E+00  3.6408E-01  3.8458E-01  1.3823E-01  0.0000E+00  0.0000E+00  1.6461E-03  2.2151E-02 -1.6844E-03  0.0000E+00  0.0000E+00
 -2.6402E+00  4.0139E-01  4.2227E-01  1.7717E-01  0.0000E+00  0.0000E+00  2.2560E-03  2.3174E-02 -1.6040E-03  0.0000E+00  0.0000E+00
 -2.0347E+00  4.3423E-01  4.5538E-01  2.1116E-01  0.0000E+00  0.0000E+00  2.7089E-03  2.3931E-02 -1.5535E-03  0.0000E+00  0.0000E+00
 -9.0848E-01  4.8574E-01  5.0725E-01  2.6411E-01  0.0000E+00  0.0000E+00  3.3154E-03  2.4938E-02 -1.4964E-03  0.0000E+00  0.0000E+00
 -5.7771E-01  4.8554E-01  5.0708E-01  2.6400E-01 -1.1610E-01  0.0000E+00  3.3363E-03  2.4981E-02 -1.4972E-03  1.3790E-10  0.0000E+00
  4.9956E-01  5.3790E-01  5.5972E-01  3.1745E-01 -5.7007E-02  0.0000E+00  3.8331E-03  2.5796E-02 -1.4564E-03  5.2345E-05  0.0000E+00
  1.8130E+00  5.9286E-01  6.1495E-01  3.7341E-01  2.1077E-03  0.0000E+00  4.3096E-03  2.6576E-02 -1.4235E-03  9.3565E-05  0.0000E+00
  3.1187E+00  6.4416E-01  6.6647E-01  4.2552E-01  5.6857E-02  0.0000E+00  4.7171E-03  2.7239E-02 -1.3992E-03  1.2449E-04  0.0000E+00
  4.5194E+00  6.9687E-01  7.1940E-01  4.7898E-01  1.1277E-01  0.0000E+00  5.1055E-03  2.7868E-02 -1.3790E-03  1.5063E-04  0.0000E+00
  6.1626E+00  7.5670E-01  7.7946E-01  5.3957E-01  1.7590E-01  0.0000E+00  5.5157E-03  2.8530E-02 -1.3605E-03  1.7506E-04  0.0000E+00
  7.7173E+00  8.1198E-01  8.3493E-01  5.9547E-01  2.3396E-01  0.0000E+00  5.8709E-03  2.9101E-02 -1.3466E-03  1.9387E-04  0.0000E+00
  9.3312E+00  8.6840E-01  8.9154E-01  6.5248E-01  2.9299E-01  0.0000E+00  6.2130E-03  2.9649E-02 -1.3347E-03  2.1005E-04  0.0000E+00
  1.0684E+01  9.1519E-01  9.3847E-01  6.9971E-01  3.4181E-01  0.0000E+00  6.4835E-03  3.0080E-02 -1.3264E-03  2.2168E-04  0.0000E+00
  1.5527E+01  1.0814E+00  1.1052E+00  8.6733E-01  5.1442E-01  0.0000E+00  7.3662E-03  3.1480E-02 -1.3045E-03  2.5326E-04  0.0000E+00
  1.5784E+01  1.0812E+00  1.1049E+00  8.6710E-01  5.1428E-01 -5.3811E-02  7.3778E-03  3.1501E-02 -1.3047E-03  2.5321E-04  2.4755E-12
  1.6767E+01  1.1198E+00  1.1437E+00  9.0601E-01  5.5418E-01 -6.2252E-03  7.5615E-03  3.1790E-02 -1.3008E-03  2.5887E-04  7.3683E-06
  1.9974E+01  1.2381E+00  1.2622E+00  1.0250E+00  6.7613E-01  1.2117E-01  8.1112E-03  3.2653E-02 -1.2908E-03  2.7371E-04  2.4502E-05
  2.3534E+01  1.3689E+00  1.3933E+00  1.1566E+00  8.1067E-01  2.6179E-01  8.6853E-03  3.3550E-02 -1.2825E-03  2.8658E-04  3.9916E-05
  2.6954E+01  1.4945E+00  1.5192E+00  1.2828E+00  9.3960E-01  3.9608E-01  9.2086E-03  3.4364E-02 -1.2763E-03  2.9628E-04  5.1978E-05
  3.0575E+01  1.6279E+00  1.6529E+00  1.4169E+00  1.0763E+00  5.3803E-01  9.7391E-03  3.5185E-02 -1.2713E-03  3.0441E-04  6.2533E-05
  3.3700E+01  1.7437E+00  1.7688E+00  1.5332E+00  1.1947E+00  6.6071E-01  1.0181E-02  3.5867E-02 -1.2680E-03  3.1003E-04  7.0207E-05
  3.7629E+01  1.8903E+00  1.9157E+00  1.6803E+00  1.3443E+00  8.1548E-01  1.0720E-02  3.6695E-02 -1.2647E-03  3.1562E-04  7.8325E-05
  4.1219E+01  2.0254E+00  2.0510E+00  1.8159E+00  1.4822E+00  9.5772E-01  1.1199E-02  3.7428E-02 -1.2624E-03  3.1959E-04  8.4560E-05
  4.4598E+01  2.1538E+00  2.1796E+00  1.9447E+00  1.6130E+00  1.0925E+00  1.1640E-02  3.8101E-02 -1.2608E-03  3.2251E-04  8.9581E-05
  4.8999E+01  2.3229E+00  2.3490E+00  2.1143E+00  1.7850E+00  1.2695E+00  1.2203E-02  3.8957E-02 -1.2592E-03  3.2530E-04  9.5081E-05
  5.3238E+01  2.4879E+00  2.5142E+00  2.2798E+00  1.9528E+00  1.4418E+00  1.2735E-02  3.9764E-02 -1.2581E-03  3.2712E-04  9.9475E-05
  5.7291E+01  2.6478E+00  2.6744E+00  2.4401E+00  2.1152E+00  1.6084E+00  1.3237E-02  4.0522E-02 -1.2574E-03  3.2818E-04  1.0298E-04
  6.1411E+01  2.8126E+00  2.8393E+00  2.6053E+00  2.2824E+00  1.7797E+00  1.3740E-02  4.1281E-02 -1.2570E-03  3.2870E-04  1.0596E-04
  6.5503E+01  2.9785E+00  3.0054E+00  2.7715E+00  2.4506E+00  1.9518E+00  1.4236E-02  4.2027E-02 -1.2567E-03  3.2873E-04  1.0843E-04
  6.9426E+01  3.1398E+00  3.1670E+00  2.9332E+00  2.6141E+00  2.1190E+00  1.4707E-02  4.2735E-02 -1.2565E-03  3.2835E-04  1.1038E-04
  7.3158E+01  3.2952E+00  3.3226E+00  3.0889E+00  2.7716E+00  2.2799E+00  1.5153E-02  4.3403E-02 -1.2565E-03  3.2769E-04  1.1192E-04
  7.6942E+01  3.4551E+00  3.4826E+00  3.2490E+00  2.9335E+00  2.4451E+00  1.5604E-02  4.4077E-02 -1.2565E-03  3.2673E-04  1.1320E-04
  8.0690E+01  3.6155E+00  3.6432E+00  3.4097E+00  3.0958E+00  2.6107E+00  1.6050E-02  4.4742E-02 -1.2565E-03  3.2554E-04  1.1421E-04
  8.4273E+01  3.7709E+00  3.7988E+00  3.5653E+00  3.2530E+00  2.7710E+00  1.6475E-02  4.5376E-02 -1.2566E-03  3.2419E-04  1.1498E-04
  8.7679E+01  3.9205E+00  3.9486E+00  3.7152E+00  3.4043E+00  2.9252E+00  1.6879E-02  4.5978E-02 -1.2566E-03  3.2274E-04  1.1554E-04
  9.1126E+01  4.0738E+00  4.1021E+00  3.8688E+00  3.5594E+00  3.0831E+00  1.7289E-02  4.6587E-02 -1.2567E-03  3.2111E-04  1.1596E-04
  9.4538E+01  4.2276E+00  4.2560E+00  4.0227E+00  3.7148E+00  3.2413E+00  1.7695E-02  4.7190E-02 -1.2567E-03  3.1936E-04  1.1623E-04
  9.7800E+01  4.3764E+00  4.4050E+00  4.1717E+00  3.8652E+00  3.3943E+00  1.8084E-02  4.7767E-02 -1.2567E-03  3.1755E-04  1.1637E-04
  1.0090E+02  4.5195E+00  4.5483E+00  4.3150E+00  4.0097E+00  3.5413E+00  1.8454E-02  4.8317E-02 -1.2567E-03  3.1574E-04  1.1641E-04
  1.0403E+02  4.6660E+00  4.6949E+00  4.4617E+00  4.1577E+00  3.6918E+00  1.8831E-02  4.8874E-02 -1.2566E-03  3.1380E-04  1.1635E-04
  1.0714E+02  4.8127E+00  4.8418E+00  4.6085E+00  4.3058E+00  3.8423E+00  1.9205E-02  4.9427E-02 -1.2565E-03  3.1180E-04  1.1622E-04
  1.1010E+02  4.9546E+00  4.9838E+00  4.7506E+00  4.4491E+00  3.9879E+00  1.9564E-02  4.9958E-02 -1.2564E-03  3.0980E-04  1.1601E-04
  1.1292E+02  5.0910E+00  5.1204E+00  4.8871E+00  4.5867E+00  4.1277E+00  1.9907E-02  5.0465E-02 -1.2562E-03  3.0783E-04  1.1575E-04
  1.1578E+02  5.2305E+00  5.2600E+00  5.0267E+00  4.7275E+00  4.2707E+00  2.0256E-02  5.0980E-02 -1.2560E-03  3.0577E-04  1.1544E-04
  1.1860E+02  5.3703E+00  5.4000E+00  5.1667E+00  4.8686E+00  4.4139E+00  2.0603E-02  5.1493E-02 -1.2557E-03  3.0366E-04  1.1506E-04
  1.2130E+02  5.5053E+00  5.5351E+00  5.3018E+00  5.0047E+00  4.5521E+00  2.0937E-02  5.1985E-02 -1.2554E-03  3.0159E-04  1.1466E-04
  1.2387E+02  5.6352E+00  5.6651E+00  5.4318E+00  5.1358E+00  4.6850E+00  2.1257E-02  5.2457E-02 -1.2551E-03  2.9957E-04  1.1423E-04
  1.2647E+02  5.7680E+00  5.7980E+00  5.5647E+00  5.2697E+00  4.8209E+00  2.1583E-02  5.2936E-02 -1.2547E-03  2.9748E-04  1.1376E-04
 -2.0631E+00  3.3247E-01  3.5673E-01  1.2528E-01  0.0000E+00  0.0000E+00  3.4483E-03  2.7714E-02 -1.9098E-03  0.0000E+00  0.0000E+00
 -1.4391E+00  3.6889E-01  3.9353E-01  1.6289E-01  0.0000E+00  0.0000E+00  4.3894E-03  2.9097E-02 -1.8194E-03  0.0000E+00  0.0000E+00
 -7.8905E-01  3.9999E-01  4.2492E-01  1.9482E-01  0.0000E+00  0.0000E+00  5.0882E-03  3.0121E-02 -1.7629E-03  0.0000E+00  0.0000E+00
  3.2777E-01  4.4748E-01  4.7278E-01  2.4333E-01  0.0000E+00  0.0000E+00  6.0226E-03  3.1487E-02 -1.6994E-03  0.0000E+00  0.0000E+00
  6.1556E-01  4.4729E-01  4.7262E-01  2.4321E-01 -9.1909E-02  0.0000E+00  6.0572E-03  3.1544E-02 -1.7002E-03  1.3964E-10  0.0000E+00
  1.6258E+00  4.9405E-01  5.1967E-01  2.9071E-01 -3.8968E-02  0.0000E+00  6.8176E-03  3.2649E-02 -1.6552E-03  5.2604E-05  0.0000E+00
  2.8055E+00  5.4226E-01  5.6816E-01  3.3959E-01  1.3059E-02  0.0000E+00  7.5466E-03  3.3707E-02 -1.6190E-03  9.3150E-05  0.0000E+00
  3.9434E+00  5.8656E-01  6.1270E-01  3.8442E-01  6.0515E-02  0.0000E+00  8.1690E-03  3.4608E-02 -1.5923E-03  1.2295E-04  0.0000E+00
  5.1357E+00  6.3146E-01  6.5783E-01  4.2981E-01  1.0834E-01  0.0000E+00  8.7614E-03  3.5463E-02 -1.5701E-03  1.4765E-04  0.0000E+00
  6.5048E+00  6.8177E-01  7.0837E-01  4.8059E-01  1.6165E-01  0.0000E+00  9.3859E-03  3.6364E-02 -1.5496E-03  1.7023E-04  0.0000E+00
  7.7766E+00  7.2770E-01  7.5450E-01  5.2691E-01  2.1010E-01  0.0000E+00  9.9257E-03  3.7140E-02 -1.5341E-03  1.8722E-04  0.0000E+00
  9.0759E+00  7.7408E-01  8.0107E-01  5.7364E-01  2.5884E-01  0.0000E+00  1.0445E-02  3.7886E-02 -1.5209E-03  2.0150E-04  0.0000E+00
  1.0151E+01  8.1220E-01  8.3935E-01  6.1203E-01  2.9880E-01  0.0000E+00  1.0854E-02  3.8473E-02 -1.5114E-03  2.1153E-04  0.0000E+00
  1.3914E+01  9.4550E-01  9.7314E-01  7.4611E-01  4.3782E-01  0.0000E+00  1.2187E-02  4.0380E-02 -1.4861E-03  2.3753E-04  0.0000E+00
  1.4103E+01  9.4527E-01  9.7291E-01  7.4589E-01  4.3768E-01 -3.4183E-02  1.2205E-02  4.0407E-02 -1.4863E-03  2.3742E-04  2.3167E-12
  1.4850E+01  9.7578E-01  1.0035E+00  7.7656E-01  4.6933E-01  3.8509E-03  1.2481E-02  4.0800E-02 -1.4817E-03  2.4186E-04  6.8874E-06
  1.7253E+01  1.0683E+00  1.0964E+00  8.6952E-01  5.6520E-01  1.0471E-01  1.3304E-02  4.1975E-02 -1.4695E-03  2.5301E-04  2.2661E-05
  1.9875E+01  1.1694E+00  1.1977E+00  9.7093E-01  6.6955E-01  2.1457E-01  1.4162E-02  4.3195E-02 -1.4588E-03  2.6195E-04  3.6506E-05
  2.2352E+01  1.2652E+00  1.2938E+00  1.0671E+00  7.6829E-01  3.1817E-01  1.4940E-02  4.4302E-02 -1.4505E-03  2.6805E-04  4.7051E-05
  2.4936E+01  1.3658E+00  1.3947E+00  1.1680E+00  8.7174E-01  4.2640E-01  1.5727E-02  4.5418E-02 -1.4432E-03  2.7254E-04  5.6018E-05
  2.7137E+01  1.4522E+00  1.4813E+00  1.2546E+00  9.6044E-01  5.1898E-01  1.6380E-02  4.6344E-02 -1.4378E-03  2.7515E-04  6.2344E-05
  2.9869E+01  1.5604E+00  1.5899E+00  1.3631E+00  1.0714E+00  6.3457E-01  1.7174E-02  4.7468E-02 -1.4320E-03  2.7712E-04  6.8810E-05
  3.2334E+01  1.6593E+00  1.6890E+00  1.4621E+00  1.1726E+00  7.3974E-01  1.7877E-02  4.8463E-02 -1.4273E-03  2.7792E-04  7.3577E-05
  3.4629E+01  1.7524E+00  1.7823E+00  1.5554E+00  1.2678E+00  8.3849E-01  1.8523E-02  4.9376E-02 -1.4234E-03  2.7796E-04  7.7255E-05
  3.7581E+01  1.8738E+00  1.9040E+00  1.6770E+00  1.3918E+00  9.6695E-01  1.9344E-02  5.0536E-02 -1.4187E-03  2.7717E-04  8.1061E-05
  4.0390E+01  1.9912E+00  2.0216E+00  1.7945E+00  1.5116E+00  1.0908E+00  2.0117E-02  5.1628E-02 -1.4146E-03  2.7568E-04  8.3883E-05
  4.3045E+01  2.1039E+00  2.1346E+00  1.9073E+00  1.6264E+00  1.2094E+00  2.0842E-02  5.2653E-02 -1.4109E-03  2.7370E-04  8.5938E-05
  4.5715E+01  2.2190E+00  2.2499E+00  2.0226E+00  1.7437E+00  1.3303E+00  2.1569E-02  5.3678E-02 -1.4074E-03  2.7123E-04  8.7492E-05
  4.8339E+01  2.3340E+00  2.3652E+00  2.1377E+00  1.8607E+00  1.4509E+00  2.2282E-02  5.4684E-02 -1.4039E-03  2.6840E-04  8.8586E-05
  5.0829E+01  2.4449E+00  2.4763E+00  2.2487E+00  1.9735E+00  1.5669E+00  2.2957E-02  5.5638E-02 -1.4007E-03  2.6538E-04  8.9264E-05
  5.3176E+01  2.5510E+00  2.5827E+00  2.3549E+00  2.0814E+00  1.6779E+00  2.3595E-02  5.6538E-02 -1.3976E-03  2.6226E-04  8.9635E-05
  5.5535E+01  2.6594E+00  2.6913E+00  2.4633E+00  2.1915E+00  1.7910E+00  2.4237E-02  5.7445E-02 -1.3945E-03  2.5889E-04  8.9753E-05
  5.7850E+01  2.7674E+00  2.7995E+00  2.5713E+00  2.3011E+00  1.9036E+00  2.4870E-02  5.8338E-02 -1.3914E-03  2.5537E-04  8.9658E-05
  6.0045E+01  2.8714E+00  2.9037E+00  2.6753E+00  2.4066E+00  2.0118E+00  2.5473E-02  5.9189E-02 -1.3883E-03  2.5186E-04  8.9391E-05
  6.2115E+01  2.9709E+00  3.0034E+00  2.7749E+00  2.5076E+00  2.1153E+00  2.6044E-02  5.9996E-02 -1.3854E-03  2.4839E-04  8.8990E-05
  6.4194E+01  3.0723E+00  3.1050E+00  2.8763E+00  2.6104E+00  2.2207E+00  2.6621E-02  6.0811E-02 -1.3823E-03  2.4477E-04  8.8456E-05
  6.6235E+01  3.1734E+00  3.2063E+00  2.9774E+00  2.7129E+00  2.3257E+00  2.7191E-02  6.1618E-02 -1.3792E-03  2.4109E-04  8.7809E-05
  6.8172E+01  3.2707E+00  3.3038E+00  3.0746E+00  2.8115E+00  2.4266E+00  2.7737E-02  6.2389E-02 -1.3762E-03  2.3748E-04  8.7092E-05
  7.0000E+01  3.3638E+00  3.3970E+00  3.1677E+00  2.9058E+00  2.5231E+00  2.8255E-02  6.3123E-02 -1.3733E-03  2.3398E-04  8.6329E-05
  7.1837E+01  3.4586E+00  3.4920E+00  3.2625E+00  3.0018E+00  2.6213E+00  2.8780E-02  6.3866E-02 -1.3702E-03  2.3037E-04  8.5482E-05
  7.3642E+01  3.5531E+00  3.5867E+00  3.3569E+00  3.0975E+00  2.7192E+00  2.9301E-02  6.4603E-02 -1.3670E-03  2.2674E-04  8.4577E-05
  7.5357E+01  3.6440E+00  3.6778E+00  3.4479E+00  3.1895E+00  2.8133E+00  2.9799E-02  6.5310E-02 -1.3639E-03  2.2320E-04  8.3649E-05
  7.6976E+01  3.7310E+00  3.7649E+00  3.5348E+00  3.2776E+00  2.9033E+00  3.0275E-02  6.5984E-02 -1.3609E-03  2.1980E-04  8.2717E-05
  7.8605E+01  3.8196E+00  3.8537E+00  3.6234E+00  3.3672E+00  2.9949E+00  3.0757E-02  6.6668E-02 -1.3578E-03  2.1631E-04  8.1729E-05
  8.0207E+01  3.9080E+00  3.9423E+00  3.7117E+00  3.4567E+00  3.0862E+00  3.1236E-02  6.7348E-02 -1.3546E-03  2.1281E-04  8.0703E-05
  8.1731E+01  3.9930E+00  4.0274E+00  3.7967E+00  3.5426E+00  3.1740E+00  3.1696E-02  6.8001E-02 -1.3514E-03  2.0942E-04  7.9686E-05
  8.3170E+01  4.0744E+00  4.1090E+00  3.8781E+00  3.6250E+00  3.2580E+00  3.2136E-02  6.8626E-02 -1.3483E-03  2.0617E-04  7.8682E-05
  8.4620E+01  4.1573E+00  4.1921E+00  3.9610E+00  3.7088E+00  3.3436E+00  3.2582E-02  6.9260E-02 -1.3451E-03  2.0284E-04  7.7637E-05
 -1.5389E+00  3.1549E-01  3.4201E-01  1.1799E-01  0.0000E+00  0.0000E+00  5.2540E-03  3.1783E-02 -2.0445E-03  0.0000E+00  0.0000E+00
 -8.7431E-01  3.5072E-01  3.7763E-01  1.5409E-01  0.0000E+00  0.0000E+00  6.4621E-03  3.3444E-02 -1.9506E-03  0.0000E+00  0.0000E+00
 -2.1885E-01  3.8037E-01  4.0755E-01  1.8431E-01  0.0000E+00  0.0000E+00  7.3584E-03  3.4675E-02 -1.8921E-03  0.0000E+00  0.0000E+00
  8.6624E-01  4.2499E-01  4.5255E-01  2.2963E-01  0.0000E+00  0.0000E+00  8.5553E-03  3.6318E-02 -1.8264E-03  0.0000E+00  0.0000E+00
  1.1276E+00  4.2482E-01  4.5239E-01  2.2950E-01 -7.8521E-02  0.0000E+00  8.6020E-03  3.6386E-02 -1.8270E-03  1.3240E-10  0.0000E+00
  2.0814E+00  4.6802E-01  4.9589E-01  2.7319E-01 -2.9605E-02  0.0000E+00  9.5717E-03  3.7715E-02 -1.7806E-03  4.9571E-05  0.0000E+00
  3.1702E+00  5.1212E-01  5.4028E-01  3.1771E-01  1.8005E-02  0.0000E+00  1.0501E-02  3.8987E-02 -1.7430E-03  8.7108E-05  0.0000E+00
  4.2033E+00  5.5230E-01  5.8069E-01  3.5821E-01  6.1073E-02  0.0000E+00  1.1293E-02  4.0071E-02 -1.7152E-03  1.1422E-04  0.0000E+00
  5.2715E+00  5.9271E-01  6.2134E-01  3.9891E-01  1.0416E-01  0.0000E+00  1.2045E-02  4.1101E-02 -1.6919E-03  1.3630E-04  0.0000E+00
  6.4835E+00  6.3766E-01  6.6652E-01  4.4412E-01  1.5184E-01  0.0000E+00  1.2838E-02  4.2185E-02 -1.6703E-03  1.5608E-04  0.0000E+00
  7.5976E+00  6.7842E-01  7.0749E-01  4.8509E-01  1.9489E-01  0.0000E+00  1.3522E-02  4.3120E-02 -1.6537E-03  1.7065E-04  0.0000E+00
  8.7251E+00  7.1932E-01  7.4859E-01  5.2618E-01  2.3795E-01  0.0000E+00  1.4178E-02  4.4017E-02 -1.6394E-03  1.8261E-04  0.0000E+00
  9.6516E+00  7.5278E-01  7.8220E-01  5.5977E-01  2.7306E-01  0.0000E+00  1.4696E-02  4.4725E-02 -1.6290E-03  1.9082E-04  0.0000E+00
  1.2850E+01  8.6866E-01  8.9859E-01  6.7601E-01  3.9411E-01  0.0000E+00  1.6376E-02  4.7019E-02 -1.6005E-03  2.1103E-04  0.0000E+00
  1.3005E+01  8.6844E-01  8.9838E-01  6.7580E-01  3.9398E-01 -2.5073E-02  1.6400E-02  4.7051E-02 -1.6007E-03  2.1087E-04  2.0539E-12
  1.3630E+01  8.9474E-01  9.2478E-01  7.0215E-01  4.2130E-01  7.9107E-03  1.6746E-02  4.7524E-02 -1.5953E-03  2.1413E-04  6.0997E-06
  1.5629E+01  9.7406E-01  1.0044E+00  7.8163E-01  5.0361E-01  9.4899E-02  1.7779E-02  4.8936E-02 -1.5810E-03  2.2182E-04  1.9877E-05
  1.7785E+01  1.0600E+00  1.0907E+00  8.6767E-01  5.9250E-01  1.8892E-01  1.8852E-02  5.0402E-02 -1.5678E-03  2.2729E-04  3.1689E-05
  1.9803E+01  1.1408E+00  1.1718E+00  9.4863E-01  6.7599E-01  2.7693E-01  1.9823E-02  5.1731E-02 -1.5571E-03  2.3035E-04  4.0450E-05
  2.1888E+01  1.2252E+00  1.2564E+00  1.0330E+00  7.6286E-01  3.6824E-01  2.0803E-02  5.3070E-02 -1.5472E-03  2.3187E-04  4.7678E-05
  2.3651E+01  1.2971E+00  1.3287E+00  1.1050E+00  8.3688E-01  4.4587E-01  2.1615E-02  5.4181E-02 -1.5395E-03  2.3210E-04  5.2613E-05
  2.5820E+01  1.3868E+00  1.4186E+00  1.1947E+00  9.2895E-01  5.4221E-01  2.2598E-02  5.5528E-02 -1.5307E-03  2.3129E-04  5.7454E-05
  2.7763E+01  1.4682E+00  1.5002E+00  1.2760E+00  1.0124E+00  6.2933E-01  2.3468E-02  5.6719E-02 -1.5234E-03  2.2971E-04  6.0842E-05
  2.9559E+01  1.5444E+00  1.5767E+00  1.3522E+00  1.0904E+00  7.1070E-01  2.4264E-02  5.7811E-02 -1.5169E-03  2.2766E-04  6.3302E-05
  3.1852E+01  1.6432E+00  1.6758E+00  1.4510E+00  1.1916E+00  8.1595E-01  2.5274E-02  5.9198E-02 -1.5088E-03  2.2430E-04  6.5630E-05
  3.4017E+01  1.7382E+00  1.7711E+00  1.5459E+00  1.2886E+00  9.1679E-01  2.6224E-02  6.0502E-02 -1.5014E-03  2.2050E-04  6.7126E-05
  3.6048E+01  1.8288E+00  1.8620E+00  1.6365E+00  1.3812E+00  1.0128E+00  2.7113E-02  6.1725E-02 -1.4944E-03  2.1644E-04  6.7995E-05
  3.8077E+01  1.9210E+00  1.9545E+00  1.7286E+00  1.4752E+00  1.1103E+00  2.8001E-02  6.2948E-02 -1.4875E-03  2.1198E-04  6.8415E-05
  4.0057E+01  2.0126E+00  2.0463E+00  1.8201E+00  1.5686E+00  1.2069E+00  2.8869E-02  6.4145E-02 -1.4807E-03  2.0727E-04  6.8447E-05
  4.1925E+01  2.1005E+00  2.1345E+00  1.9079E+00  1.6581E+00  1.2995E+00  2.9692E-02  6.5280E-02 -1.4742E-03  2.0253E-04  6.8164E-05
  4.3675E+01  2.1843E+00  2.2185E+00  1.9915E+00  1.7434E+00  1.3876E+00  3.0466E-02  6.6350E-02 -1.4680E-03  1.9786E-04  6.7665E-05
  4.5423E+01  2.2694E+00  2.3039E+00  2.0766E+00  1.8300E+00  1.4770E+00  3.1244E-02  6.7427E-02 -1.4617E-03  1.9298E-04  6.6944E-05
  4.7129E+01  2.3539E+00  2.3886E+00  2.1610E+00  1.9160E+00  1.5657E+00  3.2010E-02  6.8487E-02 -1.4553E-03  1.8803E-04  6.6057E-05
